answer	question
hi u seem to have urinary tract infection. start on antibiotics and alkalisers. drink plenty of fluids. a usg abdomen should be done to rule out cystitis and renal calculi. retrograde uretreroscopy should be done to rule out any intra mucosal lesions in the urethra. thanks	I have Short Urinary tract  (yuretra) and also burning in urinary tract.. what medicine is good?
"every part d plan has a different formulary or list of drugs it covers. though your plan likely covers a drug in the same class of medications it's possible that it does not pay for that particular medication. that's why it's so critical to review each plan's formulary very carefully before buying it. if medically you cannot switch to another medication you should work with your doctor to see if he/she can help you gain approval from your part d plan to cover some part of your costs. if you're unhappy with your drug plan you can switch it during the next open enrollment period but unfortunately that won't come around again until next october. it's on cms high risk medication (i. e. not covered) list as a ""belladonna alkaloid"" as a high risk medication (i. e. may not do what it is supposed to do and may cause side effects worse than the problem it is supposed to treat). since it's on this list it's not on any part d list. try canada."	why will medicare part d not cover my prescription for donnatal?
hi it is possible to go through a whole pregnancy and having periods but these are very light and do last just 3 days. now as your 3 day period started with a very heavy day this could put a? mark on whether your pregnant but go get tested now and see what happens. good luck	can you have a period for 3 days and still be pregnant. my period was 2 days later then usual and it only lasted for 3 days. first day was heavy then lighter the next and last day spotting. when do you think i should take a pregnancy test.
taking an oral corticosteroid like prednisone or prednisolone long-term during pregnancy has been associated with an increased chance for delivering a baby that is premature (born before 37 weeks of pregnancy) and/or has a lower birth weight than expected. that possibility that your baby will get infected by herpes is low if you are infected in the early pregnancy.	I take steroid prednisolone for ivf/pregnancy due to auto immune issue  but I have herpes 2 will this affect baby?
the palpitations you are experiencing are mostly a normal phenomenon during pregnancy. it is known as sinus tachycardia. nevertheless it is better to get an ecg done to reaffirm my suspicion. the hives and skin issues are also could be due to the hormonal changes in pregnancy. treatment plan:ecg if sinus tachycardia and then no need of any active intervention. regarding follow up:for further information consult a cardiologist online. ---> <link>	Hi doctor,I had a baby 9 months ago. Since I was 18 weeks pregnant, I had heart palpitations and high blood pressure. I do not have high blood pressure now, but I am still having palpitations, but not as frequent. It seems to be a hormone imbalance. I got them this month on the first day of my period and a couple other random times. Two weeks ago, I started getting swelling in my right hand only when I lie down or sleep. Also, I have had random itchy spots like hives just in random places.
unfortunately no. sagging skin at the jawline (aka: jowls) is actually caused by two things: loss of fat volume in the face and loss of elasticity in the skin. we can try all kinds of things to reduce aging but gravity always wins in the end. while you can't exercise away your jowls there are cosmetic treatments for this condition. first is of course a facelift. in a facelift (technically called a rhytidectomy) incisions are made around the ear and at the hairline. the facial skin is gently loosened from the tissue layers below and pulled upward and outward. excess skin is removed leaving you with a firmer younger looking face. facelifts may sound painful but patients told me they didn't hurt much at all. recovery from a facelift takes a few weeks. the effect of a good facelift will last a decade or more. another treatment for sagging skin is dermal fillers. with this procedure a physician or specially trained nurse injects material into your cheek area to restore the volume you've naturally lost over time. this filler material usually works by stimulating collagen production. dermal fillers generally last for two years or so after which you need to get more injections. unless you get some type of medical intervention for your sagging skin at the jawline it will only get worse over time. if it bothers you try booking a consultation with a dermatologist or plastic surgeon to learn about your options. wishing you well!	are there any excercises that can firm a jawline.
its very nice to try to handle your pain. but really need to investigate at least by doing the basics just to be in the samw side do x rayb consult a doctor cause u may have fracture or may be ms strain. also there may be inflammation so u need to take pain killers and anti inflammatory drugs. let me ask you are u diabetic?	I had a bad fall, pain is still the same?
this information should help you. <link>	what is symtoms of dibities
"if you would like to impregnate your wife you may need to curtail your excessive masturbation for a few days so that your sperm count does increase and your prostate has enough time to replenish your semen volume. there are not other ways. i find it difficult to believe that you are having erectile dysfunction if you are masturbating ""many times per day"". premature ejaculation will not keep you from achieving a pregnancy as long as you are able to hold out long enough to have sexual contact with your wife. have you considered talking to a counselor about these issues? perhaps a psychologist -- one who has some experience with male sexual issues -- can really help you."	sexual health? how can i increase my semen (due to much masturbation). i m starting masturbation in the age of 14 yr. regularly many time in a day. now i am 28 yr. i have following major problems:. 1. erectile dysfunction. 2. premature ejaculation. 3. low sperm count (after masturbation semen has comes only 4-5 drops and very slander). can i pregnant my wife in this situation? please sir help me
the law requires that marketplaces sell what are called multistate health plans. these plans are offered by blue cross blue shield and are available now in 30 states. they will be offered in all 50 states over the next four years. multistate plans in some cases will offer national provider networks that may allow you the flexibility of buying a policy that provides coverage in multiple states across the country. however not all multistate plans will give you access to cross-border benefits. i would suggest you call the customer service line of your marketplace to discuss your various options with one of the staff there trained to help and to find a plan that best meets your specific needs.	my husband and i split our time between residences in two states sc and nj. will there be any health insurance exchanges that will be countrywide?
"i guess i'm assuming you mean the endoscopy pill which looks at your entire digestive tract. in medicine this is called an "" endoscopy capsule. "" in the u. s. the food and drug administration (fda) approved an endoscopy capsule. however i'm not sure it's in widespread use. in order to find out if any medical centers in your area are use the camera pill you'd need to start with your primary care provider or gastroenterologist. he or she can direct you to a facility where the endoscopy capsule is used. be advised though that use of the camera pill isn't for everyone. your health care provider will take many factors into account regarding your age and general health status before considering using of the endoscopy capsule for your testing needs. hope this helps!"	how can i take the camera pill. please
you may be having congenital lax ligaments. conditions like ehler- danlos syndrome have to be ruled out. present pain can be due to hip joint capsular over-stretching during playing. any manouvere causing abnormal stretching / twisting of the capsular fibres can result in pain. bony injury seems less likely. take analgesics and muscle relaxants	My hip has been “locking up” and giving out occasionally?
there is a relatively easy formula for this. take their age and multiply it by. 15 and it will give you a good estimate of how many months they have left. hope this helps! good luck!	how long can an elderly person with 15 of heart function live with extremities turning cold?
hi its either down to his age we all start losing hair as we get older. or it could be down to any drugs he's on for his heart. hope this helps. good luck	why do u lose body hair when u have heart disease. my husband a few years ago had a stint put in and we found out he has enlarged heart. here recently we noticed he loose body hair? what causes this and is it normal
there is no saving of 9 eggs during pregnancy. a woman is born with a one-time allotment of about 400 000 follicles (potential eggs). only about 480 of these follicles will ever become mature eggs. during each monthly cycle one egg is released from the ovary. one month it's released from the right ovary and the next month from the left ovary. no eggs are released during pregnancy and breast feeding. after pregnancy and breast feeding the monthly cycle continues with the release of another mature egg from the remaining allocation.	when a woman is pregnant for 9 months does she save 9 eggs for 9 future ovulations?
hi you should visit er as soon as possible. bleeding cannot be stopped by other means. the bullets must be removed early. probably this is hemopneumothorax. the lung and the pleura seem to be punctured causing the air and blood to leak into the lung tissues. thanks	I have two holes in my chest that blow bloody bubbles when I breathe?
surgery is not a routine way of treating type 1 diabetes. you are eligible for surgery only if you meet specific criteria. you may have a pancreas transplant surgery if you have had or plan to have a kidney transplant or in rare cases if you meet other requirements. you may have islet cell transplant surgery if you meet the rules for being in a study. islet cells transplanted into the liver make insulin. surgery choices pancreas transplant surgery pancreatic islet cell transplantation what to think about pancreas and islet cell transplants are very expensive. after having one of these surgeries you must take immunosuppressive medicines for the rest of your life to prevent your body from rejecting the new tissue. the success rate for pancreas transplants has improved with new surgical techniques and new immunosuppressive medicines. islet cell transplants may replace pancreas transplants in the future but for now they are experimental. 17 webmd medical reference from healthwise this information is not intended to replace the advice of a doctor. healthwise disclaims any liability for the decisions you make based on this information. © 1995-2011 healthwise incorporated. healthwise healthwise for every health decision and the healthwise logo are trademarks of healthwise incorporated.	what surgery options do i have for type 1 diabetes living with the disease?
hi from www. healthgrades. com come this answer. a low wbc count is often linked to problems with the bone marrow and the inability to make enough white blood cells. autoimmune diseases that attack your white blood cells can also lead to a low wbc count. several different prescribed drugs including chemotherapy are known to decrease wbc production or destroy wbcs. hope this helps you. good luck	my wbc dropped from 4. 6 to 3. 4 in 4 months. what are possible causes? . i'm 70 y/o male in good health. ride a bike 15-20 miles a day. all other blood work normal. no fever or fatigue. thanks.
ovaries and adrenal glands also produce testosterone but offcourse lower levels hopfully they will be adequate to being female you will notice somebmood swings (normal femal behaviour ) which is good actully for being a femal no worries ( just redo testosterone levels check periodicaly to avoid other complications )good luck	If I remove my testicles, will my testosterone production cease?
"you are not likely ""losing testosterone"" at 45. based on what you have shared i see nothing troublesome about your recent sexual escapades. satisfied but weakened. nothing wrong with that. keep it up (so to speak). every man would benefit from a full physical examination at least every few years. have some diagnotic blood and urine tests get your prostate examined and even have a testosterone level if you would like. i am not sure why your testicles are hot when your urinate (not common) but this should be mentioned to your medical provider."	"greetings. my wife of 17 years and i each want to be seduced by the other. however last night we had very good sex.? . i am sometimes just naturally rigid. she climaxed on top of me she then procured me a condom and i climaxed beautifully below her. we drifted off to sleep. this morning i felt satisfied but weakened by the ""overindulgence"". could i be losing testosterone or something. i am 45. my testicles frequently feel hot especially when i urinate. do you need more info? thanks."
that low-grade fever is nothing to be alarmed about. since some types of pink eye (conjunctivitis) is related to viruses like cold viruses there could be an association since viruses can cause minor temperature elevations. if the eye is unusually swollen or painful then it would be wise to get properly examined but in most cases simple pink eye should not really cause a fever.	can pinkeye cause a fever? . my 2. 5 year old seemed to have pinkeye with redness and mucous discharge in one eye. we got drops from the pharmacy but now she has developed a low-grade fever (just about 100*). can pinkeye cause a fever or could she have something else that i should call about?
hi there is no interaction between the supplements and the heart drugs good luck	My mother is in extreme pain for a detached rotator cuff but suffers from heart problems and taking medication?
hi this is from this link <link> common side effects of paxil-cr include nausea drowsiness dizziness trouble sleeping (insomnia) loss of appetite weakness tiredness dry mouth sweating yawning headache restlessness nervousness constipation weight changes decreased sex drive impotence difficulty having an orgasm or ringing in your ears. the recommended dose of paxil-cr is 12. 5-75 mg as a single daily dose usually in the morning. as with all anti-depressants. so it looks like your on double dose? only your doctor would know why. but if its for depression? you could find that meditation would be a far better way to go even if its anxiety? the same just google depression anxiety and meditation your find all the info you need and its drug free meditation is well thought of by the mayo clinic and lots of top doctors as better than drugs. but do tell you doctor that you would like to come off and use meditation for your problem you with the help of your doctor will need to come of this drug slowly if you think it would be best. hope this is what you want. good luck	weakness after sex. i am male. 51 years old. not diabetic. 1. 77 m high. 84 kg weight. no allergy. taking seroxat cr 25mg daily for my social phobia. no high blood pressure. no disease. after having sex i feel sluggish and lack energy for two days. what should i do to feel ok after sex. should i eat or drink something right after sex? or in the morning at breakfast. please help
"i personally have never liked the taste or texture of oatmeal. this is unexpected because i like the taste of almost all foods i have ever tried. oatmeal tastes ok to me only if it is loaded with brown sugar and cinnamon etc. i love the taste of cold cereal and i would eat if every day for breakfast if i could justify it. but i can't because of the carbohydrate load. the very high-fiber cereals seem more reasonable to me but i'd rather eat other things personally. professionally i generally try to steer my patients away from oatmeal and high-fiber cereals during the period of time that they are trying to lose weight and reduce their a1c. i do steer them toward other breakfast options such as low-fat cottage cheese fruit greek yogurt light yogurt lean breakfast meats (canadian bacon turkey ham etc. ) soy sausages eggs (especially egg whites) and homemade protein shakes (100 calories of protein powder plus 100 calories from milk almond milk or fruit). we bring back the oatmeal and high-fiber cereals once they are in maintenance mode. i believe i am in the minority when it comes to my views on oatmeal and high-fiber cereal however my concern is the high carbohydrate load. i am suspicious of whole grains and believe they interfere with weight loss and a1c reduction unless the dietary fat intake is very low in which case i encourge eating these foods. the instant oatmeal is pretty highly processed in order to get it to cook so quickly. i believe the research supporting oatmeal consumption is suspect. there are clearly much worse foods one could eat but there are better ones too. i am a type 2 diabetic myself and love oats. however the doctor is right about highly processed cereals. their are far better grains to eat. if you like oatmeal try cooking steel cut oats. they are almost totally unprocessed and the gi is lower another thing you do not have to load your oatmeal with sugars or sweeteners to enhance the taste! simply add stevia and if you like brown sugar add 1/2 tsp unsulphered molasses with the stevia. the most important thing to keep oats from spiking your blood sugars is to eat a good fat or protein with it such as almond butter or even whey powder. this stops the spike cold. also do not eat a fruit at the same time as the startchy carbs. this accelorates the spike. instead eat a fruit as soon as you get up and the carbs (oats) at least 1/2 to1 hr later. if you don't have this time skip the fruit till snack time between breakfast and lunch! this works for me very well. eating this way raises my blood sugar around 20_35 points total on my post meal check! without the protein or fat and fruit at the same time the sugars would be 75_150 higher! i enjoy otameal periodically but because of the carb content it's not an everyday thing. i use 1/3 cup of oatmeal with 2/3 cup of skim milk or plain soy milk depending on what's available and my mood. avoid sweetened versions of soy milk at all cost. they're all loaded with sugar which defeats the whole purpose. i've learned that i can sweeten it with a couple packets of splenda in lieu of brown sugar add some pieces of pecans and a small amount of margarine (i personally like "" i can't believe it's not butter"" ) for taste. although oatmeal has some carbs it also is high in fiber which helps manage carbohydrate and cholesterol issues and it makes a nice breakfast while providing a little variety in the diet. i do not know it raised my blood glucose after consumption yes"	is oatmeal good for diabetes?
when children older than age 6 or teens have bipolar disorder they have mood swings with extreme ups and downs. when they are up they have brief intense outbursts or feel irritable or extremely happy ( mania ) several times almost every day. they have a lot of energy and a high activity level. when they are down they feel depressed and sad. in the past experts thought bipolar disorder was the same in children and adults. but symptoms in children and teens are different from those in adults and they need different treatment. webmd medical reference from healthwise this information is not intended to replace the advice of a doctor. healthwise disclaims any liability for the decisions you make based on this information. © 1995-2011 healthwise incorporated. healthwise healthwise for every health decision and the healthwise logo are trademarks of healthwise incorporated.	what is bipolar disorder in children and teens?
while there is no quick fix for resolving any of the detrimental emotions of psoriatic arthritis you can take measures to deal with these emotions in a positive way so they do not hinder your personal goals and relationships. it's important to get regular exercise and physical activity to ease stiff joints strengthen muscles and increase cardiovascular health. in addition exercise can help boost your mood if you're feeling low and ease bottled-up emotional stress. if your joints are painful and walking is difficult you might try aquatics or water exercises. the buoyancy of water helps support your weight during a workout allowing you to exercise without impact strengthen your muscles to support your joints and build your cardiovascular endurance. check with your local ymca for a water exercise class. stress can trigger your psoriatic arthritis pain so finding ways to de-stress is important. many patients with arthritis use yoga tai chi qigong and stretching exercises to ease daily stress and increase relaxation and flexibility. in addition the relaxation response experienced with mind/body therapies such as progressive muscle relaxation guided imagery or biofeedback can help you develop conscious control over body functions such as heart rate blood pressure muscle tension and pain response. talk to your doctor or therapist for more information about relaxation therapies.	how can i feel better emotionally about my psoriatic arthritis?
i'm sorry you're experiencing this. unfortunately it's impossible to diagnose a skin ailment without a physical examination. i suggest you make an appointment to see your primary care provider. he or she can look at the bumps and tell you what they are and whether or not they need to be treated. weird bumps on the feet aren't unusual because the feet take a beating from walking and get exposed to all kinds of viruses and bacteria that may be lurking on floors in carpets and so on. fortunately most of these bumps aren't serious and don't cause much harm -- other than looking funky! your primary care provider can tell you what's going on and refer you to a foot doctor if necessary. good luck!	i have yellowish bumps on the instep of my feet
the goal of treatment of osteoporosis is the prevention of bone fractures by reducing bone loss or preferably by increasing bone density and strength. although early detection and timely treatment of osteoporosis can substantially decrease the risk of future fractures none of the available treatments for osteoporosis are complete cures. in other words it is difficult to completely rebuild bone that has been weakened by osteoporosis. therefore prevention of osteoporosis is as important as treatment. the following are osteoporosis treatment and prevention measures: lifestyle changes including quitting cigarette smoking curtailing excessive alcohol intake exercising regularly and consuming a balanced diet with adequate calcium and vitamin d medications that stop bone loss and increase bone strength such as alendronate (fosamax) risedronate (actonel) raloxifene (evista) ibandronate (boniva) calcitonin (calcimar) zoledronate (reclast) and denosumab (prolia) medications that increase bone formation such as teriparatide (forteo)	what is the treatment for osteoporosis and can osteoporosis be prevented?
it can be treated but anyways smoking is not good for health and i feel you should quit smoking at the earliest. above it the recovery will be slow if u are a chronic smoker.	Can low testosterone levels be treated while I continue to smoke cigarettes?
hi i need to see the mri before i can give you a perfect answer however if it was tb then he will need both tb treatment + surgery as neglected to must be corrected later by surgery conclusion is that surgery is a must if it is indeed tb good luck	Bone Tuberculosis (TB) Diagnosis  cannot be confirmed, do we opt for surgery or TB medication?
when a tooth is properly extracted a graft is mostly not necessary. the healing time is: six to 8 weeks after extraction the implant can be placed. the implant (depending on the brand type bone etc. ) will integrate in 2-4 months. at that point a crown restoration can be fabricated in 1-2 weeks (from impression to finish). usually an uncomplicated implant placement will take about 4-6 months from extraction to delivery of the final crown. complications such as bone deficiencies are common enough but not the norm.	what is the timetable for a dental implant?
hi your brown discharge means it was old blood and the bright red blood shows it was new blood if you was taken pregnancy test through this its was wasted if your getting a period like that you would not be pregnant. so there your not pregnant and some how it was just a hic-cup in your periods. as you suffer from anxiety attacks it would be a good idea to get on some form of bc like the pill then that would one less worry. remember safe sex is the best sex. ok good luck	am i pregnant? . intercourse on sep 15th. it was unprotected but did not ejaculate. on sep 28th brown discharge that lasted 4-5 days. on octr 13 brown discharge turned into bright red blood. this lasted 2-3 days. 1 day used tampon - the rest of the days were fairly light but needed a pad. ended on october 15th. i have taken 6 pregnancy tests all come back negative. no pregnancy symptoms whatsoever. was recently hospitalized for 1 day for dizziness due to an anxiety-attack induced heart arrhythmia
the best foods to eat while feeling nausea are clear liquids that can keep your system hydrated. you can also intake fluids like chipped ice gatorade ginger ale clear broths gelatin and ice pops. start with about 4 to 6 ounces at a time. sometimes warm decaffeinated tea with honey may help to coat the throat and soothe it. you can also try bland foods called brat foods (banana rice applesauce toast). chicken soup has a mild anti-inflammatory effect that can reduce symptoms of an upper respiratory tract infection according to researchers. a healthy immune system is better able to fight infection so once you recover make sure your diet is filled with a variety of colorful fruits and vegetables legumes and aim for seven to nine hours of sleep at night.	what can i eat with the stomach flu? . i can't seem to keep anything down except tea and i've yet to try soup i just need to know if it's alright to eat chicken soup while having the stomach flu (i need something that won't make a trip right into my toilet)
hi so did you take plan b then? and did you have a period in the next few days. if so it should have done its job then. but if you do miss you next period just wait a week then go get tested either an hpt or best at your doctors. good luck	need help asap! . i had unprotected sex with a friend and he cumed inside me. then i had unprotected sex again and he cummef inside me but after took me to get the morning after called take action so i was wondering who is at worse risk of geting me pregnat?
for most people including children and teens the challenge is to get enough physical activity. however excessive exercise and overtraining often coupled with restrictive eating can be a problem especially for some female athletes and dancers as well as girls who become obsessive about weight loss. overtraining like eating disorders can result in decreased estrogen and eventually lead to thin bones that break easily. years ago it was not unusual for coaches and trainers to encourage athletes to be as thin as possible for many sports including dancing gymnastics figure skating running and diving. fortunately many coaches now realize that being too thin is unhealthy and can negatively affect performance as well as lifelong health.	can i get too much exercise?
whether or not your hair loss is related depends on how rapidly you are losing weight. if you are crash dieting or using a fad diet for rapid weight loss you may indeed have a caloric deficiency which is translating to hair loss. i recommend that you lose the weight slowly and in a controlled fashion (1 pound per week) and be sure to maintain good nutrition while you're dieting.	i'm dieting to lose weight and my hair is falling out. could my diet be causing my hair loss?
no. your elevated blood sugars have nothing to do with a tetanus vaccine. people develop diabetes over time and the timing of the tetanus vaccine was just a coincidence.	can a tetanus shot cause blood sugar to go up? . 7 months ago i had blood work checking the last 3 month of sugar level and it was 98. monday of this week i had an tetanus shot and the next day my blood sugar was all over the place. 122 up to 265. can it have to do with the shot?
yes. besides protecting her from infection the shot may also help protect her infant. flu shots are only given to infants 6 months of age and older. everyone who lives with or gives care to an infant less than 6 months of age should get the seasonal flu vaccine. a woman can get either the shots or the nasal spray after she delivers.	if a pregnant woman delivers her baby before receiving her seasonal flu shot should she still receive it?
"in general you should consult your doctor if you think you have a bacterial or viral infection. exceptions include the common cold which is usually self-limiting and not life-threatening. in some cases it's difficult to determine the origin of an infection because many ailments -- including pneumonia meningitis and diarrhea -- can be caused by either bacteria or viruses. but your doctor usually can pinpoint the cause by listening to your medical history and conducting a physical exam. if necessary he or she also can order a blood or urine test to confirm a diagnosis or a ""culture test"" of tissue to identify bacterial or viral growth. occasionally a biopsy of affected tissue may be required."	how are bacterial and viral infections diagnosed?
hi i do not think it is normal growing pain. you definitely have something wrong in your spine that is troubling you may be a slipped disc a pars defect. you should atleast get an xray / mri done to see if anything is wrong inside. do not neglect as you are very young. thanks	I have back pain for 2 years now and I’m out of breathe, but my parents say I’m OK?
i think it would be fine for you to see a professional at least for you personal assurance. an endocrinologist would be your best choice. the atypical distribution of body fat the lack of facial hair etc. could be related to a hormonal imbalance or it could be genetic but that is going to take some diagnostic testing.	i'm a 21 year old man and i have few too many feminine features should i seek help? . for a few years now i've fell always behind my generation in physical development. had the same problem with growth but when i was 16 i gained about 20cm and caught up to most of my classmates. now the problem is that my upper body is too slender even though i occasionally lift weights and the more frightening fact is that all of my body fat seems to be cultivating in the same area: my buttocks. also i can't grow a beard. should i seek professional help or is there a chance i'll develop yet?
"most helpful answer well there is pretty much zero statistical probability that an abdominal x-ray could miss an 8-month fetus. could an abdominal x-ray miss an 8-week embryo? it's possible if the radiologist or other health care provider wasn't looking specifically for an embryo or fetus. but even at that any abnormality on an x-ray probably would be picked up. abdominal x-ray is not how pregnancies are confirmed. the ""gold standard"" for confirming a pregnancy is the pelvic ultrasound. as to what's going on well it's difficult to say. you may be experiencing a false pregnancy. but that's just a wild guess since i don't know anything about your health history. i'd suggest you sit down with your ob-gyn and ask for a detailed explanation of the results of your abdominal exam and x-ray. wishing you all the best!"	is there a statistical possibility an abdominal x-ray could miss a pregnancy/fetus? . the past 8 mos. i'm having the same pregnancy symptoms i had with my son. i started the year with late periods. then breast tenderness morning sickness food adversion cravings & weight gain in the spring. i experienced flutters in the summer. followed by movements bloating & excessive gas. lastly was a feeling of kicking the start of fall(maybe muscle spasms) & lower back pain. pregnancy tests were negative. i had an abdominal examine & x-ray to find out what's wrong. what's going on?
lupus (systemic lupus erythematosus or sle) is a condition of chronic inflammation caused by an autoimmune disease. autoimmune diseases are illnesses that occur when the body's tissues are attacked by its own immune system. the precise reason for the abnormal autoimmunity that causes lupus is not known. inherited genes viruses ultraviolet light and drugs may all play some role. the genes some people inherit seem to increase the tendency of developing autoimmune diseases and autoimmune diseases such as lupus rheumatoid arthritis and immune thyroid disorders are more common among relatives of patients with lupus than the general population. some scientists believe that the immune system in lupus patients is more easily stimulated by external factors like viruses or ultraviolet light. sometimes symptoms of lupus can be precipitated or aggravated by only a brief period of sun exposure. research provides direct evidence that a key enzyme's failure to dispose of dying cells contributes to sle. accordingly a genetic mutation that disrupts the body's cellular waste disposal may be involved in the beginning of sle.	is lupus hereditary?
i would prefer to repeat your thyroid test work up i am suspecting hypothyroidosm and let me know the result of the us	My body hasn’t been feeling good at all What can be wrong?
your primary care doctor should be able to treat your cellulitis but i do not know where your cellulitis is located nor how severe.	what doctor should i go to to get treatment for cellulitis. what doctor treats cellulitis
it is not recommended to use two antihistamines in the same day. i would need to collect more information from you in order to help you treat your allergies. i suggest you consult your pharmacist.	can i mix benadryl with allegra?
according to motherisk which is the authority for drug safety in pregnancy in canada first generation antihistamines (such as benadryl) are safe during pregnancy: <link>	i am pregnant with hives what can i take?
pain and numbness has made you use your ankle less which caused muscle weakness strengthening of your calf muscles and ankle pump exercise will help you reduce swellingankle swelling will not affect your lumber surgery good luck	My ankle and foot are swollen, will it or meds affect my lumbar surgery next month?
its important to keep in mind that you can't make someone change their habits if they don't want to. however you can give them alternatives. first what does you son like to do? work from there to find some activities he might be interested in. if he enjoys video games what about utilizing wii technology to start some family games of tennis or bowling. click on the link below to learn more: <link> second look into non-traditional varieties of exercise. i had a friend whose daughter wasn't very active then fell in love with horses. she then spent a great deal of her time either riding or caring for (grooming cleaning stalls etc) now is this exercise yes but not like we normally think of it. she didn't measure her heart rate or look to see how long she had been in the barn. it was a way for her to get moving that she loved that involved lots of hard manual labor. now she's healthy as a horse. i know bad pun but i couldn't help myself. finally look into some activities you could do as a family. is there an indoor climbing facility in your town? it's a great form of exercise and really exciting to boot. what about laser tag paintball or geo-caching? geo-caching is described as outdoor treasure hunting. using gps coordinates you locate caches left behind by other enthusiasts or even companies. its fun and generally involves lots of walking. for some additional information about geocaching and other activities click on the links below <link> <link>	what is the way of reducing weight for 18 years old boy if he doesnt want to exercise at all? . my boy is 18 years old he is 130 kg weight and doesnt have any mood for exercises i tried a lot of things to encourage him reduce weight. please advice on what to do and if there is any medications that is safe and can help him. we live in canada. thanks
baby : your fully formed fetus now in about its 11th week of development measures 2. 6 to 3. 1 inches from crown to rump and weighs between half an ounce and seven-tenths of an ounce -- about the size of a peach. the head is still disproportionately bigger than the body but the rest of the body is starting to catch up. in fact your baby is growing rapidly these days. the face is starting to look more human with eyes moving closer together. toes and fingers are clearly separate and ankles and wrists have formed. external genitalia are becoming visible. intestines are shifting into their proper place too. mom-to-be : your uterus has grown a lot. it's filling your pelvis now and starting to grow upward into your abdomen. it probably feels like a soft smooth ball. if you haven't put on any weight yet because of morning sickness you'll begin to now as you start to feel better. tip for the week : it's easy for your partner to feel left out of the pregnancy since he isn't feeling the same physical changes that you are. both of you should share your excitement about having a child your dreams worries and your partner's level of involvement. suggest that your partner goes to a check-up with you to hear the baby's heartbeat.	what can i expect during week 13 of my pregnancy?
"well it depends. let's talk for a moment about blood clots. there are different types of blood clots. when you get a cut on your finger it bleeds and then eventually the blood gets very thick and the active bleeding stops. that thickened blood is a clot. it eventually will become a scab. this type of clot is a ""good"" clot because it stops you from bleeding too much. however just as there are ""good"" clots there also are ""bad"" clots. a deep vein thrombosis (dvt) is a type of blood clot that occurs deep in a vein usually in the leg. this type of clot usually is caused by poor circulation. a dvt can break loose and travel to the brain where it can cause a stroke. it also can travel to the lung where it can cause a pulmonary embolism. i hope this response and the links will give you all the information you need."	can a blood clot losen and move and get stuck somewhere else
the medical jury is still out as the the true existance of female ejaculation. some feel that it may be involuntary urination and other feel that it may originate from the skene's glands located in the vaginal area. either way it does not originate from the uterus or cervix so a hysterectomy would not likely change this phenomena. hi if you could do it before then i don't think things would have changed that much all you can do is try it. good luck	can a women squirt after a hysterectomy
"how do you keep her from playing in the middle of the street? answer: you parent her. let her have water only in the sippy cup. then it doesn't matter if she has it or not. no milk! she will protest a bit but remember. you are the parent and you set the rules. you think is is hard now; wait until she is 13! a four-year old can be put in time-out for biting even if you have to hold in the chair for the required several minutes. use the stove timer as the ""warden"" and use a special little chair that can be placed in the kitchen or living room; wherever you choose. do not put her in the bedroom and shut the door or it will make her room a prison cell not a place of rest or play. she needs to be observed during the entire time-out period. at the end (when the timer goes off) hug and forgive her. reminding her that she is a good girl and good girls do not (fill in the blank). children really want to behave and follow the rules but that little devil inside her sometimes gets loose. remember to look for the ""good things"" she does and immediately acknowledge them with love and praise."	how do i stop giving my four year old daughter a sippy cup at bed time? . how can i stop my four year old daughter from wanting a sippy cup at night for bedtime? and how can i stop her from biting?
depends on how hairy you are. if you were sasquatch you could certainly have head lice on non-head areas. mostly head lice live on the head (occasionally the eyebrows) and body lice live on the other parts (including the clothing). the pubic area can have pubic lice (aka crabs)	can head lice live on your body and clothing. my arms neck and face itch so bad
no there are no birth control pills that promotes weight loss however if you didn't take the birth control pill you could end up gaining a considerable amount of weight from an unintentional pregnancy. if you are having issues with your weight seek some help from a medical professional or nutritionist.	is there a birthcontrol pill that premotes weight loss
there are some medical providers (myself included) that see antibacterial clothing as ineffective. we live in a world of germs and have to learn to deal with them. even doctors don't wear antibacterial clothing and they are the ones that should think about it. no one has really proved this to be effective. there are even critics of using antibacterial anything. will antibacterial clothing kill the good bacteria? maybe a little on the skin but most of the really good bacteria is inside. and antibacterial clothing antibacterial soaps sanitizers gloves etc would have little or no effect on those.	does antibacterial clothing affect health. does the antibacterial compound kill the good bacteria needed in the body?
hi as its been going on for a couple of weeks i think it could wait till this appointment you have a side effect of prilosec is stomach pains so just go easy on it. do hope this helps. good luck	small amount of blood in stool today noticed alot on tissue have a dr appt next week should i go to dr sooner or e. r? . i have noticed about two weeks ago a small amount sometimes when i make bowel movements i do however have a dr app for next week besides the blood my stomach is hurting alot like a burning feeling. i have history of acid reflux in the past so i know the feeling and that is what it feels like today when i made bowel movement there was lots of blood on tissue when i wiped. should i go to e. r or can i wait for my appt next week. been taking prilosec also for past week helps a lil.
et malfunction can be ttt by using a permanent tube v v tiny tube is put inside to maintain the equilibrium bet inside and outside it will be great i think you should talk to an ent specialist until then use that valsulva manuverhope this helps 🙂	Lost some hearing (at about 40%) in my left ear will this become permanent?
do you rub them a lot or possibly wipe them with tissue? it could be creating raw skin that then doesn't react well to the salt in the tears. next time you have a good cry see if blotting the tears without rubbing helps.	why do my eyes sting after i cry? . i have always had issues with after having a cry fest of my eyes stinging and burning. it's very uncomfortable and i would like to know what causes it. i have drops but it doesn't always get rid of it.
